"dataset_id","survey_type_cd","survey_method_cd","dataset_type_cd","source_dataset_id","survey_width_m","who_created","date_created","share_level","admin_notes","import_notes","usgs_priority","noaa_priority","action_required","action_taken","discrete_time_unit","noaa_import_priority","funded","at_usgs","in_db","start_date","end_date","number_of_records","parent_project","qual_rpt","meta_std","resp_party","comments","sponsors","url_program","planned_speed_knots","area_covered_km2","progress","subject","keywords","title","version","abstract","purpose"
82,"b","cts","ot        ","EcoMonAug10",300,,,5,,,,0,,,,,,"1","1",8/1/2010 0:00:00,8/31/2010 0:00:00,3779,"EcoMon","This dataset is very good, with excellent coverage of the Northeast continental shelf.  The surveys were conducted using modern survey methods and GPS equipment.  Data were recorded as continuous track data of very high resolution.  The observations have been validated and sampling effort data is available.",,11,"Data were received as a single Microsoft Excel data file with mixed observation and GPS track position information recorded using the survey program DLOG (R.G. Ford Consulting, Portland, OR).  Data were initially transferred to a Microsoft Access database for initial standardization and formatting.  These data were standardized for date/time and species codes and cleaned for data-entry errors when possible.  Data were then imported into ArcGIS for further processing.  Observation data were separated into an observation point featureclass for GIS and sampling effort data was created from positional information.  We developed an ArcObjects program to generate transects from the GPS positional data, creating variable distance/time transects for periods of continuous survey periods and identifying off-survey periods (e.g., fish sampling stations, CTD casts, etc.).  Observation points were linked to transects when they occurred during survey periods.",,,,,"Complete","seabird and marine mammal survey","seabirds, cetaceans, EcoMonitoring Cruise","EcoMon August 2010",1,"Seabird and marine mammal surveys conducted aboard the NOAA EcoMon cruise during August 2010.","Survey seabirds in the Northeast Shelf Ecosystem."
83,"b","cts","ot        ","EcoMonNov2011",300,,,5,,,,0,,,,,,"1","1",10/31/2011 0:00:00,11/18/2011 0:00:00,3481,"EcoMon",,,11,,,,,,"Complete","seabird and marine mammal survey","seabirds, cetaceans, EcoMonitoring Cruise","EcoMon November 2011",1,"Seabird and marine mammal surveys conducted aboard the NOAA EcoMon cruise during November 2011.","Survey seabirds in the Northeast Shelf Ecosystem."
84,"b","cts","ot        ","HerringAcoustic2010",300,,,5,,,,0,,,,,,"1","1",9/12/2010 0:00:00,10/21/2010 0:00:00,5023,"HerringAcoustic",,,11,,,,,,"Complete","seabird and marine mammal survey","herring, acoustic herring survey, seabirds, cetaceans, Gulf of Maine","Acoustic Herring Survey 2010",1,"Seabird and marine mammal surveys conducted during NOAA research cruises during 2010 as part of National Marine Fisheries Service Acoustic Herring survey in the Gulf of Maine.","Seabird and marine mammal surveys"
85,"b","cts","ot        ","HerringAcoustic2011",300,,,5,,,,0,,,,,,"1","1",9/8/2011 0:00:00,10/13/2011 0:00:00,6988,"HerringAcoustic",,,11,,,,,,"Complete","seabird and marine mammal survey","herring, acoustic herring survey, seabirds, cetaceans, Gulf of Maine","Acoustic Herring Survey 2011",1,"Seabird and marine mammal surveys conducted during NOAA research cruises during 2011 as part of National Marine Fisheries Service Acoustic Herring survey in the Gulf of Maine.","Seabird and marine mammal surveys"
89,"a","cts","ot        ","RISAMPAerial",300,,,5,,,,0,,,,,,"1","1",12/1/2009 0:00:00,8/31/2010 0:00:00,3606,"RISAMP",,,41,,,,,,"Complete","seabird survey","seabird survey","Rhode Island Special Area Management Plan - aerial survey",1,"Aerial-based surveys to assess seabird distribution for a Special Area Management plan for Rhode Island.",
90,"b","cts","ot        ","RISAMPBoat",300,,,5,,,,0,,,,,,"1","1",7/1/2009 0:00:00,8/31/2010 0:00:00,5685,"RISAMP",,,41,,,,,,"Complete","seabird survey","seabird survey, boat","Rhode Island Special Area Management Plan - boat survey",1,"Boat-based surveys to assess seabird distribution for a Special Area Management plan for Rhode Island.",
91,"b","cts","de        ","NJDEP2009",300,,,,,,,0,,,,,,"1","1",1/13/2008 0:00:00,12/18/2009 0:00:00,39099,,,,56,,,"http://www.nj.gov/dep/dsr/ocean-wind/report.htm",,,"Complete",,,"New Jersey Department of Environmental Protection survey, 2009",1,,
92,"b",,,"PIROP",,,,,,,,3,"Arliss has this data, need to contact Arliss",,,,,"0","0",12/31/1969 0:00:00,9/30/1992 0:00:00,153849,,"This is a very extensive database of shipboard surveys and as such is an important and source of data for the Northwest Atlantic, especially Canadian waters.  The data is temporally and spatially broad.  Data collected by Manomet Bird Observatory in the late 80's was added to PIROP some time in the past, but this data is duplicated by separate Manomet data listed previously.  These data were extracted from OBIS-Seamap (http://seamap.env.duke.edu/datasets/detail/280) and as such do not contain the full set of data fields that can be found in this database.  For complete attribute data, the Canadian Wildlife Service should be contacted to obtain this data.","FGDC",16,"Accessed via OBIS-SeaMap website.  Record numbers are those (208040) less Manomet data from 80's (55191) = 153849",,,,,"Data Requested","seabird survey","PIROP, seabird, Manomet","PIROP",1,"The PIROP (Programme Integre recherches sur les oiseaux pelagiques) Northwest Atlantic data set, consists of geo-referenced vessel-based surveys to monitor pelagic seabirds. Most surveys were carried out by R.G. B. Brown from 'vessels of opportunity' supplied by the Bedford Institute for Oceanography (BIO) in Dartmouth/Halifax, but many other platforms and observers were used, too. During these surveys observations other than seabirds were also recorded, e.g. Waterfowl, Waterbirds, Songbirds, Raptors, Owls, Sea Mammals, and other sightings of interest (weather, oceanography, vessel activities, bird behaviour, etc.). The data collection period covers all seasons of 1966-1992, with most surveys being conducted between (late) summers of 1975-1987. The survey protocol originally consisted of unlimited width 10min transects, but was changed appr. 1984 towards a Tasker et al. (1984) type of survey (fixed-width strip transect). However, data and results from the PIROP database need to be interpreted as relative, and not absolute, abundance. The PIROP data set is a large pool of seabird data, which got extended and modified over the years, e.g. due to changes of objectives and staff. Appr. in 1998 the data were merged by CWS-Dartmouth office with the Manomet Bird Observatory Seabird database, which cover mostly the Gulf of Maine region.","monitor pelagic seabirds"
93,,,,"SEANET",,,,,,,,3,,,,,,"1","0",,,,,"This dataset is good for identifying threats to seabirds, it is not necessarily useful for determing distribution of seabird.  Data is collected by volunteers, but is checked and therefore should be reasonably accurate.",,43,,,,,,"In Work?","seabird loss survey","beached bird survey, disease, seabird mortality","SEANET: Seabird Ecological Assessment Network",1,"In the fall of 2002, Tufts Center for Conservation Medicine (Tufts CCM) / Wildlife Clinic established SEANET. A network of over 60 seabird and ecological health organizations from Canada to New Jersey has been established. ‘Citizen-scientist' beached bird surveys are ongoing, with over 300 volunteers collecting data on seabird mortality during monthly or more frequent beach walks. Data on marine and coastal bird population distribution, ocean contamination, and coastal land use are being collected for a GIS-based repository.","SEANET brings together interdisciplinary researchers and citizen scientists in a long-term collaborative effort to identify and mitigate threats to marine birds throughout the Atlantic coast of North America."
94,"b","cts","ot        ","WHOIJuly2010",300,,,1,,,,0,,,,,,"1","1",7/8/2010 0:00:00,7/15/2010 0:00:00,795,,,,11,,,,,,"Complete",,,"Woods Hole Oceanographic Institute July 2010",1,,
95,,,,"StellwagenBankNMS",,,,,,,,0,,,,,,"1","0",,,,,"Unknown.",,9,"We have not yet been able to track this database down.",,,,,"In Work","seabird survey",,"Stellwagen Bank National Marine Sanctuary GIS",1,"A survey of seabirds in the Stellwagen Bank NMS. Bird survey data per month for 58 species; also categorized into 9 families.",
96,,,,"NantucketShoalsLTDU1998",,,,0,,,,1,"Tim White looking for this data, check back with him",,,,,"0","0",,,,,"Unknown.  We have been promised this data by Dr. Richard Veit, but have not yet received this data.  We believe that standard survey techniques were used, but this had not yet been confirmed.",,11,,,,,,"Complete","waterfowl survey","seaducks, Nantucket Shoals","Nantucket Shoals - Long-tailed Duck Survey",1,"Surveys completed by small boat over Nantucket Shoals to survey for Long-tailed Ducks.  It is believed that all species of seabirds were recorded however.  Surveys were completed in 1998 and again ten years later in 2008.","No information available."
97,,,,"DEandChesBaysUSFWS1990",,,,0,,,,99,"Kaycee checking with Emily and Nate",,,,,"0","0",,,,,"These data are from continuous record, aerial surveys and are of high quality.",,15,"I learned about this data from Mark Koneff who said that Doug Forsell has this data.  It contains a large number of observations for the large Mid-Atlantic Bays. It is most likely unobtainable","USFWS",,,,"Complete","seabird survey",,"Mid-winter Offshore survey - USFWS",1,"Offshore seabird surveys during the 1990's in Chesapeake and Delaware Bays.",
98,,,,"RHWiley1957",,,,,,,,0,,,,,,"0","0",7/11/1957 0:00:00,8/18/1958 0:00:00,,,"Data is of limited use, observations are not tied to survey points or transects. The dataset is believed to exist, but its condition is unknown, attempts were made to retrieve data, but were not fruitfull.",,26,"Sent email request to RH Wiley for data, may be with him at UCLA.",,,,,"Complete","seabird observations","seabirds, Atlantic, France, New York","New York  to France Atlantic crossings by R.H. Wiley",1,"Observations of seabirds made on board the HMS Queen Elizabeth during July 1957 and August 1958 by R. H. Wiley.","Observe seabirds during Atlantic crossings."
99,"a","cts","ot","FLPowerLongIsland_Aerial",400,,,5,,,,2,,,,,,"1","0",,,,"LIOWP",,,65,,,,100,"835","In progress",,,"Florida Power & Light Long Island Surveys",1,,
100,,,,"AtlanticFlywaySeaducks1991",,,,,,,,0,"Kaycee checking with Emily and Nate",,,,,"0","0",1/1/1991 0:00:00,12/31/2002 0:00:00,11228,,"Spatial Data no obtained. Unknown, we do not yet have this data despite requesting it from USFWS.",,35," Known offshore (greater than 700 m) sea duck concentration areas are not covered during this survey. Research is currently being conducted to identify important offshore concentration areas and to understand when these areas are used by sea ducks.

 Additionally, this survey does not cover major wintering concentrations of common and king eiders north of Cape Breton, nor does it cover the Great Lakes. Elise may have reconstructed the spatial data for this - need to look into this.","USFWS",,,,"In work?","waterfowl survey","waterfowl, sea duck, survey, aircraft","Atlantic Flyway Sea Duck Survey",1," During the 1980's, restrictive harvest regulations linked to declines in mid-continent duck populations and restrictions on black duck harvest led to a shift in hunting pressure to lesser-utilized species, such as sea ducks. Concern among Atlantic coast waterfowl biologists about this increase in pressure on sea ducks led to a variety of surveys indifferent areas being conducted at different times, using a variety of techniques that were not compatible.

Existing breeding population surveys for North American waterfowl do not cover the core ranges of about half of North American sea duck species. Many species of North American sea ducks breed across vast Arctic regions that are difficult and costly to survey. Winter waterfowl surveys such as the Mid-winter Waterfowl Survey typically do not cover near shore or offshore coastal habitats used by sea ducks. The Atlantic Flyway Sea Duck Survey was established in 1991 to record sea duck numbers using near shore (within 700 m of shore) habitats from Cape Breton, Nova Scotia to Jacksonville, Florida.A pilot survey was conducted in 1990, and operational surveys have been conducted from 1991 to 2002, except 1993 and 1996. This survey was discontinued in 2003 because of budget shortfalls in the Division of Migratory Bird Management.","The Atlantic Flyway Sea Duck Survey was established in 1991 to record sea duck numbers using near shore (within 700 m of shore) habitats from Cape Breton, Nova Scotia to Jacksonville, Florida."
101,,,,"DUMLOnslowBay2007",,,,0,,,,1,"Arliss requesting this data, check in with him",,,,,"0","0",6/7/2007 0:00:00,11/20/2007 0:00:00,,,"Unknown. This dataset is missing seabird data.  This data was requested from data owners.","FGDC",36,"Received initial data download from OBIS-SEAMAP as well as info about dataset.  This dataset does not contain seabird data.  Need to retrieve data from contact.",,,,,"Requesting Data","seabird and marine mammal survey","marine mammals, sea turtles, passive acoustics, seabirds","DUML Vessel-Based Surveys for monitoring of proposed Onslow Bay USWTR site",1,"The U.S. Navy has proposed constructing an Undersea Warfare Training Range (USWTR) along the United States Atlantic coast. The preferred site is an area of 1,713-km2 in Onslow Bay, 87-km from the coast of North Carolina. We have established a monitoring program designed to estimate density and document distribution and seasonal residency of marine mammals and sea turtles in the proposed USWTR. We have established ten 40-nm long transect lines, spaced approximately 5-nm apart. These ten transect lines are surveyed by both shipboard (Duke University Marine Lab) and aerial platforms (conducted by University of North Carolina Wilmington). The survey area incorporates a variety of habitats from shallow waters of the shelf to the continental slope; the Gulf Stream meanders through the eastern portion of the survey area, flowing towards the northeast. The surveys began in June 2007 and are on-going.","The primary objectives of these surveys are to: (1) document species occurrence, estimate densities, and examine patterns of residency of marine mammals and turtles in the defined study area, (2) conduct seabird counts concurrent with the visual surveys, and (3) supplement the visual surveys with acoustic monitoring using a towed hydrophone array. The towed array will facilitate compilation of an acoustic library of species-specific recordings."
102,,,,"BluewaterWindNJ",,,,0,,,,99,,,,,,"0","0",,,,,,,40,,,,,,"No plans","seabird and marine mammal survey","seabird, windpower, marine mammals","Bluewater Wind LLC - New Jersey windpower site survey",1,"GMI [Geo-marine Incorporated] is currently leading monthly shipboard and aerial surveys off the New Jersey coastline. GMI’s study focuses on a designated study area off New Jersey’s coast to determine the current distribution, abundance, and migratory patterns of avian species, fish, marine mammals, and sea turtles. GMI will provide spatial and temporal data on avian and marine species that use the offshore waters to determine potential areas for offshore wind power development and the potential avian and marine species impacts. The existing and new data GMI collects will be compiled into a digital GIS that will be used to depict species distribution, to generate distribution models, and to determine impact assessment.",
103,,,,"BluewaterWindDE",,,,0,,,,99,,,,,,"0","0",,,,,,,40,,,,,,"No plans","seabird and marine mammal survey","seabirds, mareine mammals","Bluewater Wind LLC - Delaware windpower site survey",1,"Seabird surveys to assess environmental impact conducted by Tetra Tech for Bluewater Wind LLC.  These surveys are probably ongoing and we have not yet contacted the originators requesting data.",
104,,,,"RockportSeawatch",,,,,,,,99,,,,,,"0","0",,,,,,,,"I have no info about this, or proof it exists.",,,,,"No plans","seabird count",,"Rockport Seawatch",1,"Seawatch off of Rockport by Rick Heil (info via Becky Harris at MassAudubon).",
105,,,,"NCInletsDavidLee1976",,,,0,,,,99,,,,,,"0","0",1/1/1976 0:00:00,1/1/1990 0:00:00,959,,"Presumed to be good quality being a temporally large dataset for the NC region.",,22,"Much of this has been published but not in a format that one could compare to work of others. Also some mic [??] data from cruises on gov ships",,,,,"Complete","seabird survey","North Carolina, Oregon Inlet, Hatteras Inlet, seabirds, mammals, turtles, fish","North Carolina off Oregon and Hatteras Inlets - David Lee",1,"Seabird data aboard boats from 20-1,000+ fathoms off North Carolina Oregon and Hatteras Inlets.","UNK"
106,,,,"WaterfowlUSFWS2001",,,,,,,,0,,,,,,"0","0",1/2/2001 0:00:00,5/7/2008 0:00:00,27026,,"Data are available for zones so is less useful for understanding distribution except for on a larger scale.",,14,"CSV file of waterfowl counts associated with survey zones (GIS file). GIS file in Lambert Conformal Conic projection in meters.","USFWS",,,,"In Work","waterfowl survey","waterfowl, mid-winter","Mid-winter Waterfowl - USFWS",1,"Some species of ducks, geese, and swans are not presently monitored during the spring and summer on breeding areas because they are either difficult to survey using airplanes or they nest in remote and inaccessible Arctic areas. Abundance indices for some of these species are obtained from surveys on wintering areas. The Mid-winter Waterfowl Survey is a nationwide effort to survey waterfowl in major concentration areas. The Mid-winter Survey is a primary source of information on population trends for some species. This survey also is useful in documenting the distribution of waterfowl on their wintering grounds and in assessing habitat use. A count database for this survey is available online through the FWS/USGS Migratory Bird Data Center. This database contains raw count data for survey zones, segments, and sub-segments for each state. Data are available since 2001 for the Atlantic Flyway.","The Mid-winter Survey is a primary source of information on population trends for some species. This survey also is useful in documenting the distribution of waterfowl on their wintering grounds and in assessing habitat use."
107,,,,"AvalonSeawatch1993",,,,,,,,0,,,,,,"0","0",9/22/1993 0:00:00,12/15/2005 0:00:00,,,"Very limited geographically, but a good survey of nearshore coastal migrants in New Jersey.",,21,,,,,,"In Work?","seabird count","seabird count, migration, New Jersey, coast","Avalon Seawatch",1,"The Avalon Sea Watch, a count of migrating seabirds, is conducted from an observation point overlooking the ocean at the north end of Avalon at 7th Street. This location was selected because the northern tip of Avalon extends a mile farther out into the ocean than the coastline to the north. Southbound seabirds that are following the coastline pass very close to this beachfront. Birds are counted seven days a week, from dawn to dusk, from September 22 to December 22. The migration of seabirds along the coast of New Jersey is spectacular, and an average of almost 800,000 seabirds are counted at the Avalon Sea Watch annually. In some years the count approaches one million birds. As remarkable as those numbers are, the bulk of this flight is extremely contracted. In most years about 70 percent of all the migrant seabirds pass in five weeks (from about October 7 to November 14).","Count migrating seabirds along the New Jersey coast."
108,,,,"RowlettMaryland1971",,,,,,,,0,,,,,,"0","0",1/1/1971 0:00:00,12/31/1977 0:00:00,,,"Unknown. Several attempts to contact R. Rowlett have not been fruitfull.",,24,"This dataset is believed to exist at PWRC, USGS, but this is unknown. Sent request for data on 10/11/07.",,,,,"Complete","seabird and marine mammal survey","seabirds, Maryland, Ocean City, pelagic","Rowlett offshore Maryland",1,"Sightings of 56 species of marine birds and 11 species of marine mammals recorded from 1971 - 1977 [for the] northern Chesapeake Bight.","Studies were conducted to determine the status and distribution of pelagic species of birds occurring at sea as far as 38 miles east of Ocean City, Md"
109,,,,"NewEnglandBlueDolphin1953",,,,,,,,0,,,,,,"0","0",6/13/1953 0:00:00,8/27/1953 0:00:00,,,"Data is of limited use, observations are not tied to survey points or transects. The dataset is believed to exist, but its condition is unknown because I was unable to obtain it.",,25,"This dataset may not exist anymore, but could be at Wood's Hole or Cornell where the author was a student.",,,,,"Complete","seabird observations","oceanic birds, New England","M. S. Gordon surveys off Southern New England on Blue Dolphin",1,"Observations of seabirds were made aboard the RV Blue Dolphin off southern New England during the summer of 1953.  Surveys were conducted in three areas (I-III) corresponding with coastal, shelf, and shelf-slope waters.  Birds were most numerous in slope waters and less so in shelf waters. Few birds were encountered in the relatively small area of the coastal waters.","Explore the distribution and ecology of oceanic birds off southern New England."
110,,,,"GulfOfMaineBluenose1965",,,,,,,,0,,,,,,"0","0",1/1/1965 0:00:00,12/31/1977 0:00:00,,,"The quality of this data is presumed to be good and is associated with 30 minute blocks, but the data can not be located so its utility is questionable.",,,"Observations recorded in 30 min. blocks aboard the MV Bluenose, 1965-1977. Report published in American Birds Vol 32, No 2 and No 3, 1978.",,,,,"Complete","seabird observations","seabirds; M.V. Bluenose; Gulf of Maine","Pelagic birds in the Gulf of Maine 1965-1977",1,"Seabirds encountered on the Ferry M.V. Bluenose between Bar Harbor, ME and Yarmouth Nova Scotia.","Seabirds encountered on the Ferry M.V. Bluenoes between Bar Harbor, ME and Yarmouth Nova Scotia."
111,"b","cts","ot        ","HerringAcoustic2012",300,,,5,,,,1,,,,,,"1","0",1/1/2012 0:00:00,12/31/2012 0:00:00,,"HerringAcoustic",,,11,,,,,,"Complete","seabird and marine mammal survey","herring, acoustic herring survey, seabirds, cetaceans, Gulf of Maine","Acoustic Herring Survey 2012",1,"Seabird and marine mammal surveys conducted during NOAA research cruises during 2011 as part of National Marine Fisheries Service Acoustic Herring survey in the Gulf of Maine.","Seabird and marine mammal surveys"
112,"b","cts","ot        ","EcoMonAug2012",300,,,5,,,,0,,,,,,"1","1",8/7/2012 0:00:00,8/24/2012 0:00:00,2579,,,,11,,,,,,"Complete","seabird and marine mammal survey","seabirds, cetaceans, EcoMonitoring Cruise","EcoMon August 2012",1,"Seabird and marine mammal surveys conducted aboard the NOAA EcoMon cruise during August 2011.","Survey seabirds in the Northeast Shelf Ecosystem."
113,"a","cts","ot        ","FWSAtlanticWinterSeaduck2008",400,,,5,,,,0,,,,,,"1","1",2/7/2008 0:00:00,2/17/2011 0:00:00,38031,,,,58,,"USFWS","http://seaduckjv.org/studies/pro3/pr109.pdf",,,"Complete",,,"FWSAtlanticWinterSeaduck2008; Maine/Canada border to Cape Canaveral, Florida",1,,"exploratory survey aimed at developing an operational coast-wide survey to collect data on distribution and abundance of wintering sea ducks"
114,"b","cts","ot        ","DOEBRIBoatApril2012",,,,1,,,,0,,,,,,"1","1",4/25/2012 0:00:00,4/29/2010 0:00:00,865,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat April 2012",1,,
115,"c","cts","ot        ","DOEBRIAerial2012",,,,5,,,,1,,,,,,"1","0",,,,"DOEBRI",,,3,,"BRI, DOE",,,,"In progress",,,"BRI/DOE MidAtl Baseline Aerial 2012",1,,
116,"b","cts","ot        ","AMAPPS_NOAA/NMFS_NEFSCBoat2013",400,,,5,,,,0,,,,,,"1","1",7/1/2013 0:00:00,8/18/2013 0:00:00,2199,,,,55,,"BOEM, NOAA, NAVY, USFWS","http://www.nefsc.noaa.gov/psb/AMAPPS/docs/NMFS_AMAPPS_2011_annual_report_final_BOEM.pdf",,,"Complete",,,"AMAPPS NOAA/NMFS NEFSC Boat 2013",1,,
117,"b","cts","ot        ","AMAPPS_NOAA/NMFS_NEFSCBoat2011",400,,,5,,,,0,,,,,,"1","1",6/4/2011 0:00:00,7/31/2011 0:00:00,2656,"AMAPPS",,,55,,"BOEM, NOAA, NAVY, USFWS","http://www.nefsc.noaa.gov/psb/AMAPPS/docs/NMFS_AMAPPS_2011_annual_report_final_BOEM.pdf",,,"Complete",,,"AMAPPS NOAA/NMFS NEFSC Boat 2011",1,,
118,"a","cts","ot        ","AMAPPS_FWS_Aerial_Preliminary_Summer2010",400,,,5,,,,0,,,,,,"1","1",8/3/2010 0:00:00,8/24/2010 0:00:00,1529,"AMAPPS",,,50,,"BOEM, USFWS, NOAA, NAVY","http://www.nefsc.noaa.gov/psb/AMAPPS/",,,"Complete",,,"AMAPPS: FWS Aerial preliminary (pilot) surveys summer 2010; South Carolina/North Carolina border to Key West, Florida",1,,"collect broad-scale data over multiple years on the seasonal distribution and abundance of sea birds"
119,"b","cts","ot        ","ECSAS",300,,,0,,,,9,"Reasses at a later date",,,,,"0","0",,,,,,,16,"Arliss Winship requested this data and has it for NOAA's use, but for now it will not be put on the database. Once it is published we may use it.",,,,,"Future plans, on hold",,,"ECSAS",1,,
120,"b","cts","ot        ","NOAA/NMFS_NEFSCBoat2007",300,,,5,,,,0,,,,,,"1","1",8/1/2007 0:00:00,8/28/2007 0:00:00,8460,"AMAPPS",,,52,,,,,,"Complete",,,"NOAA/NMFS_NEFSCBoat2007",1,,
121,"b","cts","ot        ","NOAA/NMFS_NEFSCBoat2004",300,,,5,,,,0,,,,,,"1","1",6/25/2004 0:00:00,8/3/2004 0:00:00,2714,"AMAPPS",,,52,,,,,,"Complete",,,"NOAA/NMFS_NEFSCBoat2004",1,,
122,"b","cts","ot        ","AMAPPS_NOAA/NMFS_SEFSCBoat2011",400,,,5,,,,0,,,,,,"1","1",6/19/2011 0:00:00,8/1/2011 0:00:00,1145,"AMAPPS",,,55,,"BOEM, NOAA, NAVY, USFWS",,,,"Complete",,,"AMAPPS NOAA/NMFS SEFSC Boat2011",1,,
123,"b","cts","ot        ","AMAPPS_NOAA/NMFS_SEFSCBoat2013",400,,,5,,,,0,,,,,,"1","1",7/16/2013 0:00:00,9/9/2013 0:00:00,1370,"AMAPPS",,,55,,"BOEM, NOAA, NAVY, USFWS",,,,"Complete",,,"AMAPPS NOAA/NMFS SEFSC Boat2013",1,,
124,"b","cts","ot        ","DOEBRIBoatAug2012",,,,1,,,,0,,,,,,"1","1",8/10/2012 0:00:00,8/14/2012 0:00:00,510,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat August 2012",1,,
125,"b","cts","ot        ","DOEBRIBoatDec2012",,,,1,,,,0,,,,,,"1","1",12/15/2012 0:00:00,1/3/2013 0:00:00,1366,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat December 2012",1,,
126,"b","cts","ot        ","DOEBRIBoatJan2013",,,,1,,,,0,,,,,,"1","1",1/28/2013 0:00:00,2/5/2013 0:00:00,1495,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat January 2013",1,,
127,"b","cts","ot        ","DOEBRIBoatJune2012",,,,1,,,,0,,,,,,"1","1",6/18/2012 0:00:00,6/21/2012 0:00:00,566,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat June 2012",1,,
128,"b","cts","ot        ","DOEBRIBoatMar2013",,,,1,,,,0,,,,,,"1","1",3/20/2013 0:00:00,3/26/2013 0:00:00,1426,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat March 2013",1,,
129,"b","cts","ot        ","DOEBRIBoatSep2012",,,,1,,,,0,,,,,,"1","1",9/6/2012 0:00:00,9/9/2012 0:00:00,472,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat September 2012",1,,
130,"b","cts","ot        ","DOEBRIBoatNov2012",,,,1,,,,0,,,,,,"1","1",11/4/2012 0:00:00,11/11/2012 0:00:00,1488,"DOEBRI",,,3,,"BRI, DOE, BOEM",,,,"Complete",,,"BRI/DOE MidAtl Baseline Boat November 2012",1,,
131,"b","cts","ot        ","EcoMonFeb2012",300,,,5,,,,0,,,,,,"1","1",2/3/2012 0:00:00,2/20/2012 0:00:00,3005,"EcoMon",,,11,,,,,,"Complete","seabird and marine mammal survey","seabirds, cetaceans, EcoMonitoring Cruise","EcoMon February 2012",1,"Seabird and marine mammal surveys conducted aboard the NOAA EcoMon cruise during 2012.","Survey seabirds in the Northeast Shelf Ecosystem."
132,"b","cts","ot        ","WHOISept2010",300,,,1,,,,0,,,,,,"1","1",9/22/2010 0:00:00,9/29/2010 0:00:00,561,,,,11,,,,,,"Complete",,,"Woods Hole Oceanographic Institute September 2010",1,,
133,"b","cts",,"StatoilMaine",300,,,5,,,,2,,,,,,"1","0",,,,,,,65,"res_party was changed from 63 tp 65, since that POC no longer works there.",,"",,,"In progress",,,"Statoil Maine",1,,
134,"b","cts","ot","DominionVirginia_VOWTAP",300,,,5,,,,2,,,,,,"1","0",,,,,,,,,,"",10,"27.5","In progress",,,"Dominion Virginia",1,,
135,"a","cts","ot","MassCEC2011-2012",400,,,5,,,,1,,,,,,"1","0",,,,"MassCEC",,,62,,,"",,,"Cleaned, upload In progress",,,"Massachusetts WEA Aerial 2011-2013",1,"Abundance and Distribution of Seabirds off Southeastern Massachusetts, 2011-2013.
A Report to the Massachusetts Clean Energy Center

These are a year's worth of monthly aerial surveys  of the MA WEA conducted by Dick Veit and Simon Perkins. ",
136,"a","cts","ot","NantucketAerial2013",,,,5,,,,0,,,,,,"1","0",,,,,,,11,"This dataset is part of the MassCEC 2013 data and is not a separate dataset",,"",,,"No plans, part of another dataset",,,"Nantucket and Martha's Vineyard Aerial 2013 ",1,,
137,"a","cts","ot        ","AMAPPS_FWS_Aerial_Winter2010-2011",400,,,5,,,,0,,,,,,"1","1",12/3/2010 0:00:00,1/17/2011 0:00:00,2986,"AMAPPS",,,50,,"BOEM, USFWS, NOAA, NAVY","http://www.nefsc.noaa.gov/psb/AMAPPS/",,,"Complete",,,"AMAPPS: FWS Aerial surveys winter 2010-2011; Delaware Bay to Wilmington, North Carolina",1,,"collect broad-scale data over multiple years on the seasonal distribution and abundance of sea birds"
138,"a","cts","ot        ","AMAPPS_FWS_Aerial_Summer2011",400,,,5,,,,0,,,,,,"1","1",7/30/2011 0:00:00,8/23/2011 0:00:00,4966,"AMAPPS",,,50,,"BOEM, USFWS, NOAA, NAVY","http://www.nefsc.noaa.gov/psb/AMAPPS/",,,"Complete",,,"AMAPPS: FWS Aerial surveys summer 2011; Maine/Canada border to Cape Canaveral, FL",1,,"collect broad-scale data over multiple years on the seasonal distribution and abundance of sea birds"
139,"a","cts","ot        ","AMAPPS_FWS_Aerial_Winter2014",400,,,5,,,,1,,,,,,"1","0",,,,"AMAPPS",,,50,,"BOEM, USFWS, NOAA, NAVY","http://www.nefsc.noaa.gov/psb/AMAPPS/",,,"Cleaned, upload in progress",,,"AMAPPS: FWS Aerial surveys winter 2014; Maine/Canada border to Cape Canaveral, Florida",1,,"collect broad-scale data over multiple years on the seasonal distribution and abundance of sea birds"
